judul-jurnal,nama-jurnal,abstrak-jurnal,kategori
Rancang Bangun Robot Pengikut Garis Dan Pendeteksi Halangan Menggunakan Mikrokontroler AT89S51,Jp Teknik Listrik dan Mekatronika dd 2008,"Recently, the
electronic field develop rapidly especially in creating robotic. Many
competitions have conducted to compare technology, from hobbies until robotic
industries are never bored to talk. Industrially, automotive robotic needed in
order to make the work more efficient, then it save cost of a production.
Automotive robotic used also in entering dangerous area, that there is unable
to handle by human for safety reason.In this paper, there are two automotive
robotic that created, which able to follow line and stop when it detects any
obstruction at front side. This robotic designed by Microcontroller AT89551,
ultrasonic sensor as obstruction detector and 
it also have four infrared and photodiode sensors as line detector which
through by feet. Automotive robotic will run following designed line, if there
is any obstruction then it will stop as long as those obstructions are there
and it run again if the ultrasonic sensor do not detect obstruction anymore. By
regulating PWM signal (Pulse Width Modulation) from microcontroller, then the
automotive robotic can walk straightly, turn and will stop if there are any
obstruction detected.From the experiment and test  which performed, robot is able to pass the
turn with 60 cm of diameter, while  for
movement fork  it is only perform
straightly and stopped, exactly if robot finding the obstruction it can stoped
in the distance 40 cm. It shows that there is lack of sensor, which used in
designing, then for particular fork, robotic is only able to stop and walk
straightly.",hardware programming
APLIKASI BERBASIS MULTIMEDIA UNTUK PEMBELAJARAN HARDWARE KOMPUTER,Jp Teknik Informatika dd 2015,"Interactive
applications for the introduction of computer hardware specification is built
using Macromedia Flash 8. With this application, is expected to assist in
identifying the computer hardware. Where with this application will be easier
to recognize the shape and functions of each computer hardware. Introduction of
computer hardware application contains information about the type and
characteristics of any hardware connected to the computer. This application
contains multimedia elements such as maps, images, text, and also the sound
made by interactive so as easy to use. issues discussed was the introduction of
computer hardware specifications ranging from application design, manufacture
of hardware elements, pictures, text, and sound, action script programming,
until the application can be run.",hardware programming
Perancangan Modul Pengendali Menggunakan Microcontroller AT 89S52 pada Prototipe Alat Penimbang Otomatis,Jp Teknik Industri dd 2009,"The competition on
industry that being increase, and the rapidly development of industry,
encourage the industrialization to move the production more effective and
efficient, so can press down the production cost that have to paid. One of them
is redesigning machine or production equipment that still have manually
characteristic. This research was redesign the machine production that is
scales tools which is moved manually, so this condition need a long time in
scales process. Redesign the scales tools doing by using the automatic toward
it. The method that was choosing is implementation the microcontroller system
control technology. Microcontroller is IC that was function to control, give
instruction and produce the signals that will send to infrared censor,
optocoupler and relay to move conveyor motor and motor arm. Microcontroller
used as controlling module system. This control module use OP AMP, ADC, relay,
LDR and opto encourage working process. In the last design was produce
prototype scales tools that give easily in scales process, so can accelerate
prototype working process, production cost more cheap and increasing production
capacity.",hardware programming
Monitoring Kondisi Tegangan Accu Dengan Menggunakan Komunikasi Bluetooth HC-05 Dengan Smartphone Android,Jp Teknik Listrik dan Mekatronika dd 2016,"One of the reasons
for the emergence of a monitoring system battery voltage condition is the need
of people in appropriate technology that can make the job run quickly and
reduce the risk of damage to the accu. Accu is a tool to store electrical
energy in chemical form. It was used to supply power to lights and other
electrical components. The problem was the user does not know the condition of
accu that has reached a voltage level below the average. For example, for dry
accu, the voltage level for the bad condition was recommended until the voltage
is 10.5 volts. In this final project, it was designed a monitoring system of
accu voltage condition with Bluetooth hc - 05 with android smart phone from a
range of 10 meters. Another important thing is the component of the regulator
voltage value generated by the good condition of the accu is the range of 13.4
V - 14.8 volts. It has been done a design of electronic devices that can
monitor the condition of accu voltage; the information of accu flow was
processed by a microcontroller ATmega16 and displayed on Android smart phone
that we can bring easily. So that, the users will be able to know the accu
condition directly without open the accu place to see the condition of the
electrical.",hardware programming
Math Clock: Perangkat Penunjuk Waktu Kreatif untuk Olahraga Otak,Jp Teknik Komputer dd 2014,"Brain is one of the
most vital parts for humans, with the number of brain function that is needed
for the body, the brain becomes a very important part of the human body. If
there is damage to the brain will certainly cause the performance of the human
body will not run properly. Because of that, it’s very important to maintain
brain health. There is a way to maintain brain health, for example is by doing
brain exercise. Examples of brain exercise is to do simple math calculations or
doing brain games like sudoku. Because of that, created a tool that can help
the brain to maintain brain exercise. The tool is called math clock. Making
math clock tool consists of hardware and software. The hardware consists of RTC
as real time data input, ATmega328 as microcontroller and dot matrix 32x16 as a
tool to display the output that has been processed by the microcontroller. The
software is built using C with Arduino IDE. Math clock will process the data
from RTC then processed it, in microcontroller so when output displayed on dot
matrix, output will be simple mathematical operation with real time clock data
on it. Test results show that, math clock is capable of displaying a simple
mathematical calculation operations such as addition, subtraction, multiplication
and division. The mathematical operation that display on math clock, appears to
be random, so it’s not triggered by same mathematical operation. In math clock
the display will change every 20 second, so in 1 minute there are 3 different
kinds of mathematical operations. The results of questionnaires of 10 different
students, showed 9 out of 10 students said math clock is a tool that easy to
use as a clock. Math clock will be alternative for doing brain exercise every
day.",hardware programming
PERANCANGAN SISTEM INFORMASI PENGENDALI PERANGKAT ELEKTRONIK MENGGUNAKAN PEMROGRAMAN JAVA DAN C++,Jp Teknik Informatika dd 2014,"A controlling
information system is a system designed to control an object or an environment.
The research yields an information system design controlling electronic device
that can be done through a desktop application enabling users to control the
electronic equipments connected to the system designed in this research. It
also enables users to obtain information from the controlling environment by
using censors attached to a system environment. This research uses an
experimental method by studying literature and documents. The designed method
uses OOAD (Object Oriented Analysis and Design) method. The controlling
information system uses signal conditioning circuit and arduino UNO as a part
of hardware functioning to obtain data from the censor, send the signal to an
actuator, and translate it between hardware and software. The programming
languages of Java and C++ are used as the software to develop desktop based
application.",hardware programming
Aplikasi Sistem Pengendali dan Manajemen Penjadwal Peralatan Listrik dalam Ruangan,Jp Teknik Listrik dan Mekatronika dd 2010,"Energy crisis is one
of the facing globalization problems, and the behavior of energy users like the
carelessness in turning the electrical devices on or off are the most
significant factor in energy consumption. Therefore, in this final project is
made a system for controlling and managing the electrical devices in order to
use appropriately needed. This system consists of two main parts, hardware and
application. Hardware consists of a master station as the central sending
command and two slave stations to execute the sending command. Application will
provide information sent to the hardware. Both parts of systems are built with
Delphi programming language and MySQL for keeping the database. And the
communication between hardware and application use Wireless ZigBee (XBee-PRO)
module. This final project results a system for controlling and managing
electrical devices based on database to raise the user efficiency. The results
show that system can optimize energy consumption and the available technical
data information well organized as appropriate as needed. And Wireless ZigBee
(XBee-PRO) modules used as communication media between hardware and application
have communication range over than 200 meters outdoor and 90 meters in indoor.",hardware programming
Simulasi Penerapan Mikrokontroller At89c51 Dalam Proses Penyortiran Balok Kayu Berdasarkan Kriteria Panjang Dan Ketebalan,Jp Teknik Industri dd 2008,"The main problem on
sorting out the wood logs in traditional wood industry was that the process
should be done manually. Hence, it required an automated system to perform
sorting process with a higher precision level. The purpose of this research was
to create a simulation of automated wood log sorting process based on specified
length and thickness. The sorting system consisted of AT89C51 microcontroller
system, keypad (in order to enter the required value of length and thickness),
LCD (in order to display the result of sorting process), conveyor belt, two
pairs of light sensor (consisting of photodiode and LED, each), and three DC
motors which were driven by five relay circuits. At the beginning of sorting
process, an operator was to type the selection range (i.e. the minimum and
maximum value of required length and thickness) via the keypad provided. The
wood log mounted on conveyor belt would be measured by light sensors to
determine the value of length and thickness. Based on the values, AT89C51
microcontroller system would then compare them to the selection range. If the
log being sorted out fulfilled the requirements, it would be directed to
""Accepted"" compartment, or else to ""Rejected"" one. From the
test performed, it was concluded that the length measurement was more precise
for short logs. While the error rate was much higher for thin logs on thickness
measurement. The process of sorting out and counting the wood logs was
performed successfully. The system could use the narrowing mechanism at the
mounting part of conveyor belt and better supporting ace on thickness sensor,
in order to minimize the error rate on length and thickness measurement,
respectively. In addition, the system could be developed to measure the volume
of an object, providing that the object being measured was having a square or
full-circle cross-sectional area.",hardware programming
Rancang Bangun Sistem Kendali Motor Stepper Printer Canon BJC-S200SPx untuk Prototipe Lengan Robot 5-DOF (Majabot),Jp Teknik Informatika dd 2010,"Designing and
building of motor stepper control system from unused printer Canon BJC-S200SPx
of robot arm prototype with five degree of freedom (5-DOF) has been developed.
That printer type is used because if trouble occur it is not only very
difficult but also expensive to be repaired, so it is sold very cheap or
misspent. Robot arm has 5 revolution joints, wherein each joint is limited by
one degree of freedom to make the manipulator control systems and mechanics
work easier. To control the systems device, it needs driver (control circuit)
with data input in the form of computer command using programming software,
with parallel port communicated in order to generate motor stepper pulses. The
experiment results showed that low-precisian of robot arm movement occur
cumulatively, although hardware and software control systems had been designed optimally.",hardware programming
IMPELEMENTASI SISTEM PEMANTAUAN OBJEK BERGERAK DENGAN MEMANFAATKAN FREKUENSI RADIO MENGGUNAKAN GPS (GLOBAL POSITIONING SYSTEM),Jp Teknik Informatika dd 2010,"GPS was developed by
the United States Department of Defense as a reliable means for accurate
navigation. The system provides highly accurate position and velocity
information and precise time on a continuous global basis to an unlimited
number of properly equipped users. By using combined GPS receiver and
microcontroller together with radio system, we can design a monitoring system
for our vehicles and display the result on the computer. This system consists
of a master module that transmits and receives signals from computer and two
slave modules to collect GPS data from vehicles. The result of experiment shows
that this system is able to track the vehicle on digital map with accuracy as
high as 95%.",hardware programming
PENGEMBANGAN INSTRUMEN PENGUKUR KECEPATAN RENANG GAYA BEBAS 50 METER BERBASIS MICROCONTROLLER ARDUINO UNO,Jp Pendidikan dd 2016,"Penelitian ini
bertujuan untuk membuat software dan hardware instrumen pengukur kecepatan
renang gaya bebas 50 meter berbasis microcontroller Arduino UNO. Penelitian ini
menggunakan pendekatan metode Research and Development (R&D). Instrumen
yang dibuat menggunakan rangkaian elektronika berbasis microcontroller Arduino
UNO. Instrumen ini menggunakan sensor laser yang dipancarkan pada LDR (Light
Dependent Resistor) / receiver sinar laser yang fungsinya mendeteksi halangan
yang memotong sinar laser. Instrumen ini menggunakan kabel sebagai penghubung
untuk transfer data, alat ini terdiri dari empat sensor yang bisa dipasang
diantara jarak 0-50 meter dengan hasil tampilan kecepatan renang dalam aplikasi
Monitoring renang gaya bebas 50 meter yang dibuat menggunakan software visual
basic 6.0. Instrumen ini bekerja secara otomatis ketika buzzer  ditekan dan langsung menjalankan timer yang
ada pada aplikasi Monitoring renang gaya bebas 50 meter, ketika atlet berenang
dan memotong sinar laser ditiap sensor maka sensor akan memberikan sinyal yang
memberhentikan timer yang sedang berjalan dalam aplikasi Monitoring renang gaya
bebas 50 meter. Sampel dari penelitian ini yaitu mahasiswa Ilmu Keolahragaan
angkatan 2015. Hasil tampilan waktu tempuh dan kecepatan ditampilkan pada
aplikasi Monitoring renang gaya bebas 50 meter. Output dari hasil penggunaan
instrumen ini yaitu dapat mengetahui berapa kecepatan maksimal perenang
tersebut, mengetahui pada jarak dan waktu keberapa akselerasi dan deselerasi
terjadi, yang selanjutnya hasil akan di analisis dan dievaluasi oleh pelatih
untuk meningkatkan performa atlet.",hardware programming
Development of Telemetry System for Light Intensity Measurement by Using a Wireless LAN,Jp Fisika dd 2014,"A remote measuring
system using wireless LAN (Local Area Network) for light intensity measurement
has been developed. It made use of a socket programming and TCP/IP protocol.
The system consisted of a light source, an OPT 101 sensor, an ADC 0804, an
AT89C51 microcontroller, and a wireless LAN system. The result of sensor
calibrations showed a linear relationship between light intensity and sensor
output (I = 5.6337 V- 4.4912; R2= 0.9913). The light intensity varied from 51
to 3,912 lux. By using Delphi and assembler utility  for microcontroller, the system could be automated
and displayed in a form of light intensity values both on the server and client
computers. In order to see the influence of the server and client computer
distance receptivity on the measurement result, the signal strength was also
measured by using Net Stumbler software whose distances were varied from 2 to
226 m.",hardware programming
SISTEM KONTROL PADA KENDARAAN RODA DUA BERPENGGERAK HIBRIDA,Jp Teknik Mesin dd 2014,"This hybrid
motorcycle design is to combine 5.65kW gasoline engine and 48V DC 0.5kW electrical
brushless motor in serial-parallel type. Master control unit use a
microcontroller ATMega16 tocontrol gasoline engine and electrical motor
alternately. Speed sensor is placed on the rear wheel todetect the motorcycle’s
speed. When the motorcycle’s speed reaches the top threshold at 30km/h, it
driven with gasoline engine and when the motorcycle’s speed getting lower to
the bottom threshold at 5km/h, it changes with electrical motor. Battery
charged with plug-in system to power supply.",hardware programming
OTOMATISASI IRIGASI SAWAH MENGGUNAKAN SENSOR ELKTRODA LEVEL BERBASIS MIKROKONTROLER ATMEGA8535,Jp Teknik Komputer dd 2017,"Agriculture is the
main source of livelihood of the Indonesian population living in rural
lowlands. Land - land that is widely used by villagers to be rice fields. Paddy
field where rice growing is derived from cultivated land in the irrigation
later. Irrigated rice fields from various sources, which is derived from its
own springs and water sources to promote agriculture hujan. Dan one of which is
irrigated rice fields automatically, so that it can reduce the risk of excess
or lack of water. The advantages of microcontroller-based automatic irrigation
equipment compared to conventional irrigation is the owner of paddy rice fields
do not need to check whether the excess water or lack of water and can be
automatically connected to another device. This makes humans more forward
thinking to design automatic irrigation rice fields, where the workings of this
tool is quite simple, namely, when the water in the fields excess or shortage
of water, then the sensor will automatically send commands to the phone owner
via modem (wavecom) in the form of SMS, with a program that has been filled and
designed on the microcontroller, then the command will be executed in order to
run the system.",hardware programming
PERANCANGAN DAN PEMBUATAN MODUL PRAKTIKUM BERBASIS MIKROKONTROLER UNTUK MENINGKATKAN FUNGSI LABORATORIUM SEKOLAH MENENGAH TINGKAT ATAS (SMTA),Jp Teknik Listrik dan Mekatronika dd 2016,"The application of
AVR At mega 8535 microcontroller as the module teaching in junior high school levels
up (SMTA) can improve the function of the laboratory. The increased
functionality of this laboratory will increase the competence and excellence in
the schools. Some of the teaching modules were developed to be applied is
designed starting from a simple application to robotic applications. The
purpose of the module deployment practical based microcontroller AVR At mega
8535 is to increase the competence and interest in students and teachers in
this field. The method applied is the use of simulation methods and practice of
using modules that are designed. A method of simulation is done in advance
using software simulation based microcontroller AVR At mega 8535. The target of
this method is the competence in devising teaching modules. Methods undertaken
to realize the practice test and prove the practical results of the module
Design. The result is a practical modules and At mega 8535 microcontroller
application job sheet. And competence of students and teachers at the
competence increase in intermediate level.",hardware programming
Identifikasi Biometrik Intonasi Suara untuk Sistem Keamanan Berbasis Mikrokomputer,Jp Teknik Informatika dd 2014,"Pada penelitian ini,
akan dicoba melakukan pengenalan intonasi sebagai langkah pengamanan ganda pada
kata sandi berbasis suara. Pola kontur intonasi akan dikenali menggunakan
jaringan saraf tiruan (JST), sedangkan pengenalan suara dilakukan dengan
pengukuran jarak Euclidean (Euclidean distance) dengan sistem pemrograman
dinamis (dynamic programming). Dalam penerapannya, selain jenis kata yang
dimasukkan, sistem juga akan mengecek alur intonasi dari input suara tersebut.
Pada penelitian ini, akan dilakukan pemrosesan sinyal suara berbasis
mikrokomputer dan mikrokontroler. Kombinasi kedua jenis alat ini dapat
dijadikan solusi selain penggunaan komputer desktop atau laptop, terutama dari
efisiensi komputasi dan ukuran alat yang jauh lebih kecil. Mikrokontroler dan
mikrokomputer memiliki fitur yang cukup terbatas jika dibandingkan dengan
komputer desktop, baik dari segi memori program, memori data, port input/output
dan sebagainya. Luaran pada penelitian ini adalah terciptanya alat keamanan
berbasis kata sandi suara dengan sistem pengamanan ganda untuk akses keamanan
pintu Laboratorium Hardware STMIK STIKOM Bali. Hasil penelitian menunjukkan
bahwa pengenalan cenderung kearah speaker dependent dengan tingkat keberhasilan
81,3%.",hardware programming
SISTEM PEMANTAU RUANG JARAK JAUH DENGAN SENSOR PASSIVE INFRARED BERBASIS MIKROKONTROLER AT89S52,Jp Teknik Komputer dd 2009,"This research
describes about the design of the room detection system using a Passive
Infrared sensors (PIR) controlled by Microcontroller AT89S52 for remote control
application. The output of the PIR is a low logic when it captures the heat
waves of the human body. The output PIR is connected to the port 1.7 on
Microcontroller in high logic. The maximum distance is 5 meters for the sensor
to detect an object. When there is a signal sent by PIR, the Microcontroller
processes the data and activates the buzzer to beep and the stepper motor to
stop. Microcontroller also sends data through the RS-232 that continues a
signal to the personal mobile phone.  In
order that the message is able to be sent, then first, messages must be
programmed and stored in the Microcontroller AT89S52. The average message
delivery time is 8.8 seconds. The recipient can turn the alarm of system on or
off by a missed call.",hardware programming
Rancang Bangun Purwarupa Sistem Navigasi Tanpa Awak untuk Kapal,Jp Teknik Komputer dd 2016,"Indonesia is a
maritime country with two of the three area consists of sea with a very favorable
potential of the Indonesian economy. However. many thefts occur in marine fish
Indonesia. Each year, the state must lose up to 11.8 trillion as a result of
illegal fishing in the Arafura Sea. he Government has attempted to reduce
losses due to illegal fishing by deploying surveillance vessels to conduct
surveillance, but the ship still has limitations on deadlines related to
logistics and fuel oil. Therefore, research must be done to develop a system of
unmanned ship for patrol boats to patrol autonomously without the use of fuel
oil. The system consists of hardware and software. The hardware consists of
sensors such as GPS and compass as a navigational reference, Sonar sensor for
obstacle avoidance, ATMega 2560 as a microcontroller and motor driver as the
actuator. The software is built using C with Arduino IDE compatible with AVR
microcontroller. The system will read the GPS coordinates and compass direction
in order to run unmanned. The system is also equipped with a transmitter to
control the system manually. The results show the system is able to move the
ship to navigate automatically. The system able to read the GPS coordinates and
the reading direction of the compass well. The system also able to avoid
obstacles that are in front of the system. The system is also able to be
manually controlled and can transmit serial data to identify the condition of
the system.",hardware programming
Handsight: Hand-Mounted Device untuk Membantu Tunanetra Berbasis Ultrasonic dan Arduino,Jp Teknik Komputer dd 2015,"Generally, blind
people use a cane to know the distance around them. A cane was normally use
when they walk outdoors, but if the cane used in indoors; it is not used
because of fear of damaging the goods-glassware. Another disadvantage of the
stick was usually used just to feel the objects / obstacles below the blinds,
and other obstacles such as cars or trucks, which often not detected by the
cane. Blind people also have constraints to determine the distance of nearby
objects, such as people to talk to, etc. The main component of the system is
sensor HC-SR04 used to scan the surrounding area by emitting ultrasonic waves.
Echoes from objects were use as an input to microcontroller, and then it used
to determine the direction and the distance of objects around the blinds using
the servo arm movement and buzzer sound. The design of the device utilizes the
theory of sound waves velocity in the air, and it was carried out in several
steps. The first step is making the hardware device, which uses sensor HC-SR04,
micro servo Tower Pro, and power supply of nine Volt battery. The test result
shows that the system is able to detect objects with a range of 60 degrees. The
design of the device was valuable because it is wearable which can be attached
to the back of the hands. Conceptually, the device has met the basic criteria
that detect objects and give feedback to the user. Some things that can be
improved are power supply and increasing device responsibility so it is able to
read distance and give feedback more accurately and more quickly.",hardware programming
Pembuatan Penghitung Jumlah Mobil Otomatis Berbasis Mikrokontroler ATMega 8535 Menggunakan Sensor Ultrasonik,Jp Teknik Komputer dd 2015,"Car drivers often
experience difficulties to park their cars in the parking lot there is a slot
or an empty space with a limited number. For example, some parking places such
as shopping centers, apartments and hotels. To determine the state of the
parking spaces have been filled or not it is necessary to update the conditions
in the room. The purpose of this thesis is to create a functioning device calculates
and displays the number of entrances. A number of automatically calculating
devices have been made. General description of the device is designed to use
the SRF04 ultrasonic sensor, microcontroller ATMega8535, and buzzer. SRF04
ultrasonic sensors as detecting obstructions between the ends of the door with
the barrier wall and counting. With the existence of this device in the state
of the room can be determined easily and saves time.",hardware programming
Pendeteksi dan Pengaman Kebocoran Gas LPG Berbasis Mikrokontroler AVR Atmega 16,Jp Teknik Listrik dan Mekatronika dd 2015,"LPG gas leak
detection and safety ATmega16 Microcontroller-based  is using TGS 2610 sensor is used to detect
leakage of LPG gas. This appliance is equipped with a buzzer and LCD as
indicator in case of leakage, servo motor serves to close the valve on the gas
hose and fan will blow the gas out of the room. Sensor on this tool can detect
a leak of gas in 2,5 second which placed 3 cm from source of the leak. This
sensor works with 1,9 volt output voltage, the greater concentration of the gas
that comes out, greater the output voltage of the sensor. this tool work
according to the designed parameters of each component in the circuit. To get a
better setting, servo motor speed needs to be considered based on the volume of
gas that comes out.",hardware programming
DETEKTOR JARAK DENGAN SENSOR ULTRASONIK BERBASIS MIKROKONTROLER,Jp Teknik Listrik dan Mekatronika dd 2008,"A Distance Detector
is a circuit that is built using ultrasonic sensor to detect objects around one`s  car 
and  AT89S52  microcontroller  as 
the  processor.  An 
Ultrasonic  sensor  will 
detect objects around the car. The sensor’s transmitter will transmit
ultrasonic waves. If the ultrasonic waves bounce back to the receiver, it means
that there is an object around the car. Microcontroller will count the time
needed to receive the ultrasonic waves and determine the distance between the
object  and the car. The distance can be
read from the Liquid Crystal Display (LCD) or Light Emitting Diode (LED) panel
that is placed in front of the car driver. After  being 
assembled  and  tested, 
this  device  works 
properly.  This  device 
can  detect  an object up to the distance of 2 meters from
the sensor. The deviation between the real distance and the  calculated one  ranges 
from  0.82%  to 
34.40%.  the  longer 
the  distance,  the 
smaller the deviation.",hardware programming
SISTEM PENGATUR TRAFFIC LIGHT MENGGUNAKAN GELOMBANG RADIO BERBASIS MIKROKONTROLER,Jp Teknik Listrik dan Mekatronika dd 2017,"There are several
ways in the traffic light settings, such as by networking and standalone
system. Both systems are actually able to run well, it's just that there are
some obstacles. Constraints on the networking system is the development of
cable network system is very complicated. Constraints on standalone systems is
a matter of setting it up, because if the setting of the traffic light will be
changed, then it must come to a traffic light is located. Thus the need for a
solution to the traffic light settings without a cable. The system in question
is the control of traffic lights using the medium of radio waves.",hardware programming
REALISASI CCTV CERDAS BERBASIS MIKROKONTROLER DAN REAL TIME 3D FACE RECOGNITION,Jp Teknik Informatika dd 2015,"CCTV which available
now is not provided with the ability to recognize but only to record and must
be observed directly by users. This way will heighten the level of human error,
therefore this paper will build 3D face recognition to be implemented on CCTV
provided with camera control using microcontroller. Microcontroller will assist
in the process of face recognition. The 3D face recognition is selected in the
process of face recognition because it has some benefits that namely not
dependent to the lightin.",hardware programming
PEMAKAIAN REMOTE CONTROL TV DENGAN MENGGUNAKAN MIKROKONTROLER AT89S51 SEBAGAI ALAT PEMUTUS DAN PENGHUBUNG TEGANGAN KWH METER 1 PHASA,Jp Teknik Listrik dan Mekatronika dd 2010,"Synthesizer circuit
voltage to 1 phase kWh meter using microcontroller AT89S51 with TV Sony remote
is the solution for PT PLN to terminate the network if users by default. Nowadays,
if the consumer makes debt the officer will take the kWh meter using simple
tool. The used of this device just push a button on the remote control to turn
off the electricity.Remote radiate infrared signals and received by
phototransistor in kWh meter. The results of infrared and phototransistors will
be processed by a microcontroller to give instructions to relay for
disconnecting or connecting the voltage source. This tool initially can be
useful for staff of PT PLN to do their job, thereby increasing effectiveness.",hardware programming
Skema Pengendali Motor BLDC Tanpa Sensor Posisi Rotor dengan Metode Deteksi Back EMF Berbasis Mikrokontroler Arduino,Jp Teknik Komputer dd 2016,"Brushless DC Motor
(BLDC) is one of synchronous motors which are increasingly applied in many
applications due to effective, free-maintenance and high power to weight ratio.
However, the operation of a BLDC motor requires 
rotor position sensor. This research has developed arduino
microcontroller-based BLDC motor control scheme without rotor position sensor
by using back EMF method. The back EMF signal in motor terminal is compared to
the virtual ground to detect the rotor position. The proposed control scheme
was verified in simulation using Proteus software and in experimental hardware
on a lab scale. The research shown that the proposed scheme has been
successfully developed based on arduino microcontroller and work properly.",hardware programming
Perancangan dan Implementasi Instrusion Detection System di Jaringan Universitas Diponegoro,Jp Teknik Komputer dd 2015,"The use of
information technology gives the advantage of open access for its users, but a
new problem arises that there is a threat from unauthorized users. Intrusion
Detection System (IDS) is applied to assist administrator to monitoring network
security. IDS displays illegal access information in a raw form which is
require more time to read the detected threats. This final project aims to
design an IDS with web application which is made for pulling information on IDS
sensor database, then processing and representing them in tables and graphs
that are easy to understand. The web application also has IpTables firewall
module to block attacker's IP address. The hardware used is Cisco IPS 4240, two
computers Compaq Presario 4010F as client and gateway, and Cisco Catalyst 2960
switch. The software used is Ubuntu 12.0 LTS Precise operating system,
BackTrack 5 R1 operating system, PHP 5.4 programming language, MySQL 5
database, and web-based system configuration tool Webmin. Testing is done using
several BackTrack applications with the aim of Cisco IPS 4240 is capable of
detecting accordance with the applicable rules. Each events of any attack
attempt or threat was obtained from IDS sensor database in XML form. XML file
is sent using Security Device Event Exchange (SDEE) protocol. The web
application is tested by looking at the output tables and graphs that displays
the appropriate results of sensor detection. This study generated an intrusion
detection system that is easier to monitor. Network packets copied by the Cisco
2960 switch and then forwarded to the sensor. Intruder detection is done by
Cisco IPS 4240 sensor. Log detection processed by the web application into
tables and graphs. Intrusion detection systems are intended to improve network
security.",hardware programming
Perancangan Web Service Sistem Autentikasi dan Identifikasi Berbasis QR Code Pada Universitas Sam Ratulangi,Jp Teknik Komputer dd 2015,"Web service merupakan
sebuah atau sekumpulan layanan yang dapat berinteraksi dengan berbagai jenis
platform hardware, sistem operasi dan bahasa pemrograman. Penelitian ini
bertujuan membangun suatu web service autentikasi dan identifikasi berbasis web
servive untuk memudahkan pengembangan sistem informasi. Pada penelitian ini web
service yang dibangun akan dikonsumsi oleh aplikasi labeling dan scaning
dokumen akademik. Pengembangan system ini menggunakan metode Extreme Programming,
proses-prosesnya meliputi (1) planning; (2) designing; (3) coding; (4) testing.
Pada tulisan kali ini implementasi dan evaluasi tidak dilaksanakan mengingat
faktor waktu dan biaya. Hasil yang didapat pada penelitian ini adalah : (1)
dengan menggunakan web service sistem dapat diintegrasikan dengan berbagai
aplikasi yang memerlukan fungsi-fungsi pada web service sehingga mempercepat
proses pengembangan sistem informasi. (2) didapatkan web service dangan tiga
layanan utama yaitu Autentikasi, Identifikasi dan Layanan.",hardware programming
RANCANG BANGUN SISTEM KONTROL LEMARI PENGERING PAKAIAN BERBASIS MIKROKONTROLER ATMEGA8535,Jp Teknik Informatika dd 2016,"Design and
manufacture of this thesis aims to apply microcontroller-based technology for
drying clothes automatically without relying on erratic weather conditions. The
closet dryer uses a drying method forced convection, by utilizing the flow of
hot fluid to reduce moisture in damp clothing. The closet dryer uses a
microcontroller ATMEGA8535 as a controller of heater, fan, and UV lamps based
temperature and humidity readings by sensors SHT11. The closet clothes dryer is
working until the end of the moisture conditions were legible on the sensor
SHT11 is <19% RH. The results of sensor readings and status of clothing  displayed on the LCD 16x2. After the clothes
was dried  then  closet dryer will informing status of clothes
through a voice module ISD1820. From the results of tests and experiments,
closet dryer can dry clothes with a maximum capacity of 3 kg within a period of
1 hour to 3 hours, with the value of the first moisture drying  legible and on the sensor SHT11 is  70-80% RH and 17-19% RH in the end.",hardware programming
ALAT PENGUKUR PEMAKAIAN ENERGI LISTRIK MENGGUNAKAN SENSOR OPTOCOUPLER DAN MIKROKONTROLER AT89S52,Jp Psikologi Perkembangan dd 2012,"kWh-meter as an each
hour electrical energy consumption measurer is still using conventional tools
which only records the amount of electrical energy used in each hour. By using
AT89S52 microcontroller and optocoupler sensor, the conventional kWh-meter was
modified to be a measurer which is not only display s the amount of the used
electrical energy but also shows the value of money in rupiahs that should be
paid by the customer. The principle of how this system works is PLN as a power
source of kWh-meter moves the disc of kWh-meter when it is in the underload
condition. When the disc spin and pass the optocoupler sensor, the sensor will
turn on. Each time the disc cuts the beam of light, the sensor will instruct
the microcontroller, the main controller, to process the execution instruction.
This execution instruction results in the reading of both a number of rounds
per kWh and an amount of rupiahs display ed in LCD.",hardware programming
SISTEM ALARM MOBIL MENGGUNAKAN MIKROKONTROLER AT89S52 BERBASIS SMS,Jp Teknik Komputer dd 2008,"This study aims to
design a car alarm system. The system is designed to be able to sound an alarm
(sound) alarm and send an SMS message to a phone alarm car owners. The
composition of the car alarm system hardware using AT89S52 microcontroller
based SMS in this study, consists of 4 main parts of the circuit, which is a
series of minimum system microcontroller, power supply, serial communication,
Input / Output. In the text of SMS sent and received from mobile (cell phone)
to the SMS center or SMS Center to flow in the form of PDU (Protocol Data
Unit). In the SMS format is divided into a number of segments each segment of
data that it has a specific purpose. The segments are: sms center number,
destination number, the bytes for the purposes of this sms settings and the
most important is the content of the text messages that have been modified in
the form of a PDU. To be able to send or upload the data sms to mobile phones
and ordered it to submit data necessary instructions sms AT Command. The
results showed that the performance of the alarm system that is designed to
work with either.",hardware programming
