judul-jurnal,abstrak-jurnal,kategori
ANALISA POLA PENYALAHGUNAAN FACEBOOK SEBAGAI ALAT KEJAHATAN TRAFFICKING MENGGUNAKAN DATA MINING,"Facebook memungkinkan
penggunanya berinteraksi dengan orang yang kita kenal maupun orang yang tidak
kita kenal, dimana hal tersebut dapat membuka peluang bagi kejahatan dunia maya
seperti, penculikan, perdagangan manusia (trafficking), hingga pembunuhan. IOM
mecatat bahwa korban perdagangan orang atau trafficking di Indonesia mencapai
74.616 hingga I juta per tahun, dimana tindak kejahatan teersebut banyak
dilakukan melalui facebook sebagai medianya. Data teks (status) yang berada di
halaman facebook sangat besar. Dengan menggunakan Teknik pengolahan data dari
ilmu Data Mining, terutama di bidangtext mining, penulis memanfaatkannya untuk
mengidentifikasi data teks (status facebook) yang terindikasi sebagai proses
kejahatan trafficking dengan memakai salah satu teknik klasifikasi dengan
teorema naïve bayes classifier (NBC).",data mining
PENERAPAN DATA MINING UNTUK MEMPREDIKSI KRITERIA NASABAH KREDIT,"Salah  satu 
tugas  dari  bidang 
marketing perbankan  adalah  melakukan 
analisis  data nasabahnya  untuk 
mengetahui  nasabah-nasabah yang  berpotensi 
melakukan  kredit.  Pada 
umumnya, metode  yang  digunakan 
untuk  menganalisis  data nasabah 
adalah  dengan  cara 
mengklasifikasikan semua 
nasabah  yang  telah 
melunasi  angsuran kreditnya  ke 
dalam  target  pemasaran, 
sehingga metode  ini  menyebabkan 
tingginya  biaya operasional  marketing. 
Oleh  karena  itu, 
penelitian ini  dilakukan  untuk 
membantu  menyelesaikan permasalahan  tersebut 
dengan  merancang  sebuah aplikasi  data 
mining  yang  berfungsi 
untuk memprediksi kriteria nasabah kredit yang berpotensi melakukan  peminjaman 
(kredit)  terhadap  bank. Bagian Dana Bank XY yang berlokasi di
Kabupaten Bandung  merupakan  tempat 
yang  dipilih  oleh peneliti 
sebagai  studi  kasus, 
dengan  asumsi  Bagian Dana 
Bank  XY  tersebut 
telah  mengalami permasalahan  yang 
sama  seperti  yang 
telah dijelaskan di atas.",data mining
Desain dan Implementasi Peringatan Dini Banjir Menggunakan Data Mining dengan Wireless Sensor Network,"Tulisan ini
bertujuan untuk mengembangkan sistem peringatan dini banjir dan informasi
cuaca. Hal ini dilatarbelakangi oleh keadaan Indonesia yang  mempunyai dan mengalami perubahan musim yang
cukup drastis. Perubahan musim dan kondisi cuaca yang tidak stabil dapat memicu
terjadinya bencana seperti banjir yang disebabkan oleh curah hujan yang tinggi
sebagaimana yang terjadi di Kota Padang. Daerah Batu Busuk merupakan salah satu
area rawan banjir dan galodo akan tetapi tidak terdapat informasi tentang
keadaan cuaca.  Penelitian ini
bertujuan  memberikan informasi cuaca dan
prediksi akan potensi banjir  dengan
variable curah hujan, suhu, kelembaban, arah angin dan kecepatan angin
yang  dapat  diakses secara realtime dan up to date
dimanapun dan kapanpun melalui webpage online. Untuk menentukan prediksi
potensi  banjir  maka 
digunakan  data mining  dengan 
metoda  Alogritma  C4.5 
yang  menghasilkan pohon
keputusan. Penelitian ini juga menggunakan XBee S2PRO untuk pengirim dan
penerima dengan to pology mesh yang terdiri dari komponen sensor curah hujan,
SHT11, arah angin, kecepatan angin serta arduino. Penyimpanan data dan
pengolahan informasi menggunakan Raspberry Pi sebagai komputer mini server.
Hasil pengukuran sensor SHT11 mempunyai kesalahan rata-rata pada suhu 2,09%,
kelembaban relative 0,59%, kecepatan angin 3,87% dan arah angin 0% serta curah
hujan 6,32% dari pengukuran alat ukur sebenarnya. Pengujian selama empat hari
memiliki persamaan kondisi cuaca antara alat EWS dengan keadaan di Batu Busuk,
dimana pada tanggal 22 Maret 2016 pukul 05:35 WIB sistem informasi Early
Warning System (EWS) mengeluarkan warning system akan potensi banjir dan pada
saat pagi hari aliran Batu Busuk mengalami banjir.",data mining
APLIKASI ALGORITMA CLASSIFY-BY-SEQUENCE UNTUK PENILAIAN KREDIT PADA BANK Y,"Dalam  penilaian 
kredit,  suatu  Bank 
dalam  memutuskan  pelanggannya 
aman  atau  tidak 
untuk diberikan kredit harus melihat pada beberapa faktor. Beberapa
faktor tersebut dapat diperoleh dari data 
historis  pelanggan,  Dari 
data  historis  pelanggan 
dapat  dilakukan  analisa 
dalam  penerimaan atau  penolakan 
pemberian  kredit  kepada 
pelanggan.  Analisa  penilaian 
kredit  dapat  dilakukan dengan  menggunakan 
teknik  data  mining. 
Salah  satu  teknik 
data  mining  yang 
dapat  digunakan adalah
klasifikasi. Pada penelitian ini, dilakukan klasifikasi pelanggan yang
dikategorikan menjadi kredit  aman  atau 
kredit  macet  dan 
data  historis  pelanggan 
yang  digunakan  adalah 
data  temporal maka digunakan
algoitma classify by sequence. Simulasi yang dilakukan variasi minimum support dan  jumlah 
data  training  dan 
testingnyadan  hasil  yang 
diperoleh  pada  data 
training  70%  dengan minimum support krang dari sama dengan
0.2 diperoleh akurasi 100%, coverage 43% dan covacc 1.44 .",data mining
PENERAPAN IMPROVED APRIORI PADA APLIKASI DATA MINING DI PERUSAHAAN KALVIN SOCKS PRODUCTION,"Algoritma apriori
merupakan algoritma klasik yang sering digunakan. Kekurangan yang ada pada
algoritma apriori adalah harus melakukan scanning berulang terhadap keseluruhan
database tiap kali iterasi. Semakin banyak data transaksi yang akan diproses
maka semakin lama juga waktu yang dibutuhkan. Kalvin Socks Production merupakan
salah satu perusahaan yang menggunakan teknologi data mining dengan algoritma
apriori untuk mencari pola pembelian dari para pelanggannya. Banyaknya data
transaksi penjualan mengakibatkan proses dalam pencarian pola pembelian
membutuhkan waktu yang cukup lama. Improved apriori mempresentasikan database
ke dalam bentuk matrix untuk menggambarkan relasi dalam database. Kemudian
matrix dihitung untuk mencari nilai support dari candidate frequent itemset
yang memenuhi kriteria untuk menghasilkan frequent itemset tanpa melakukan
scanning ulang terhadap database. Salah satu cara untuk mengatasi masalah yang
ada pada algoritma apriori adalah dengan menggunakan algoritma improved
apriori.",data mining
PENERAPAN ALGORITMA K-MEANS PADA SISWA BARU SEKOLAHMENENGAH KEJURUAN UNTUK CLUSTERING JURUSAN,"Data mining
merupakan teknik pengolahan data dalam jumlah besar untuk pengelompokan.Teknik
ini digunakan dalam proses Knowledge Discovery in Database (KDD). Teknik
tersebut mempunyai beberapa metode dalam pengelompokannya Naïve-Bayes dan
Nearest Neighbour, pohon keputusan (KD-Tree), ID3, K-Means, text mining dan
dbscan. Dalam hal ini penulis mengelompokan data siswa baru sekolah menengah kejuruan
tahun ajaran 2014/2015. Pengelompokan tersebut berdasarkan kriteria – kriteria
data siswa. Pada penelitian ini, penulis menerapkan algoritma K-Means
Clustering untuk pengelompokan data siswa baru sekolah menengah kejuruan. Dalam
hal ini, pada umumnya untuk memamasuki jurusan hanya disesuaikan dengan nilai
siswa saja namun dalam penelitian ini pengelompokan disesuaikan kriteria –
kriteria siswa seperti penghasilan orang tua, tanggungan anak orang tua dan
nilai tes siswa. Penulis menggunakan beberapa kriteria tersebut agar
pengelompokan yang dihasilkan menjadi lebih optimal. Tujuan dari pengelompokan
ini adalah terbentuknya kelompok jurusan pada siswa yang menggunakan algoritma
K-Means clustering. Hasil dari pengelompokan tersebut diperoleh tiga kelompok
yaitu kelompok tidak lulus, kelompok rekayasa perangkat lunak dan kelompok
teknik komputer jaringan. Terdapat pusat cluster  dengan Cluster-1=1.4;2.2;2.2, Cluster-2=
2.28;1.64;4 dan Cluster-3=5;2;6. Pusat cluster tersebut didapat dari beberapa
iterasi sehingga mengahasilakan pusat cluster yang optimal.",data mining
Aplikasi Algoritma CBA untuk Klasifikasi Resiko Pemberian Kredit (Studi kasus: PT. Telkom CDC Sub Area Kupang),"Salah satu penyebab
kredit bermasalahberasal dari pihak internal, yaitu kurang telitinya timdalam
melakukan survei dan analisis, atau bisa juga karena penilaian dan analisis
yang bersifat subjektif.Penyebab ini dapat diatasi dengan sistem komputer,
yaitu aplikasi komputer yang menggunakan teknik data mining.Teknik data mining
digunakan dalam penelitian ini untuk klasifikasi resiko pemberian kredit dengan
menerapkan algoritma Classification Based On Association (CBA). Algoritma ini
merupakan salah satu algoritma klasifikasi dalam data mining yang
mengintegrasikan teknik asosiasi dan klasifikasi. Data kredit awal yang telah
di-preprocessing, diproses menggunakan algoritma CBA untuk membangun model,
lalu model tersebut digunakan untuk mengklasifikasi data pelaku usaha baru yang
mengajukan kredit ke dalam kelas lancar atau macet.Teknik Pengujian akurasi
model diukur menggunakan 10-fold cross validation. Hasil pengujian menunjukkan
bahwa rata-rata nilai akurasi menggunakan algoritma CBA (57,86%), sedikit lebih
tinggi dibandingkan rata-rata nilai akurasi menggunakan algoritma Naive Bayes
dan SVM dari perangkat lunak Rapid Miner 5.3 (56,35% dan 55,03%).",data mining
PERANCANGAN SISTEM PREDIKSI CHURN PELANGGAN PT. TELEKOMUNIKASI SELULER DENGAN MEMANFAATKAN PROSES DATA MINING,"Penelitian ini
bertujuan merancang sistem prediksi churn pelanggan yang memanfaatkan proses
data mining. Sistem yang dihasilkan dapat melakukan integrasi data, pembersihan
data, transformasi data, sampling dan pemisahan data, konstruksi model
prediksi, memprediksi churn pelanggan dan menampilkan hasil prediksi dalam
format laporan tertentu yang diperlukan. Identifikasi variabel-variabel
prediksi churn dilakukan berdasarkan model prediksi churn yang telah
dikembangkan pada penelitian terdahulu yang antara lain mencakup informasi
mengenai pelanggan, metode pembayaran, data percakapan, data penggunaan
jenis-jenis layanan telekomunikasi dan data yang menggambarkan perubahan
perilaku penggunaan layanan telekomunikasi tersebut. Teknik mining yang dipilih
adalah teknik klasifikasi dengan algoritma decision tree. Decision tree
menghasilkan model visual yang merepresentasikan pola perilaku pelanggan yang
churn dan tidak churn. Uji coba sistem yang dilakukan menggunakan data
pelanggan Kartu Halo daerah Bandung menghasilkan tingkat akurasi model prediksi
sebesar 70,94%.",data mining
Klasifikasi Data NAP (Nota Analisis Pembiayaan) untuk Prediksi Tingkat Keamanan Pemberian Kredit (Studi Kasus : Bank Syariah Mandiri Cabang Luwuk Sulawesi Tengah),"Setiap bulannya bank
syariah mandiri cabang luwuk menerima proposal kredit (NAP) dari nasabah dalam
jumlah yang terus meningkat dan perlu respon yang cepat. Dengan demikian, perlu
dikembangkan sistem untuk melakukan data mining dari tumpukan data tersebut yang
akan digunakan untuk kepentingan tertentu, salah satunya adalah untuk menganalisis
resiko pemberian kredit.Teknik data mining digunakan dalam penelitian ini untuk
klasifikasi tingkat keamanan pemberian kredit dengan menerapakan algoritma
Naïve Bayes Classificatio. Naive bayes classifier merupakan pendekatan yang
mengacu pada teorema Bayes yang menkombinasikan pengetahuan sebelumnya dengan
pengetahuan baru, sehingga merupakan salah satu algoritma klasifikasi yang
sederhana namun memiliki akurasi tinggi. 
Sebelum dilakukan klasifikasi, data debitur melalui preprocessing.
Kemudian dari preprocessing ini dilakukan klasifikasi dengan naive bayes
classifier, sehingga menghasilkan model probabilitas klasifikasi untuk prediksi
kelas pada debitur selanjutnya. Teknik pengujian akurasi model diukur
menggunakan boostrap, dan menunjukkan bahwa nilai akurasi terkecil 80%
dihasilkan pada sampel data 100, dan menghasilkan nilai akurasi terbesar 98,66%
pada sampel data 463.",data mining
PENERAPAN DATA MINING ALGORITMA APRIORI DALAM SISTEM INFORMASI PENJUALAN,"Di era perkembangan
teknologi informasi yang kian pesat, sistem informasi merupakan salah satu
faktor pendukung bagi sebuah instansi/perusahaan dalam mempermudah kegiatan
operasionalnya, baik dalam penginputan dan pengolahan data, hingga menyediakan
laporan maupun infornasi penting lainnya. Bagi pelaku dunia bisnis atau
perdagangan, sistem informasi penjualan memiliki peran penting untuk
mempermudah pencatatan transaksi penjualan, pencatatan stok barang, pelayanan
penjualan kepada konsumen, sampai kepada pembuatan laporan penjualan, yang
nantinya bisa dianalisa dan digunakan untuk meningkatkan strategi pemasaran dan
penjualan barang. Bagi perusahaan skala besar dan menengah yang memiliki
database pelanggan dan fitur produk yang cukup luas, dibutuhkan teknik atau
metode untuk mengekstrak informasi dan pengetahuan untuk meningkatkan keuntungan
kompetitif dari keseluruhan database tersebut. Dengan adanya data mining dengan
algoritma apriori, dapat dilihat kecenderungan konsumen dalam membeli barang,
dapat diketahui pola penjualan yang digunakan untuk menganalisa pangsa pasar
(market basket analysis).",data mining
PENGGUNAAN MARKET BASKET ANALYSIS DALAM DATA MINING,"Jumlah  data 
yang  sangat  besar 
pada  suatu perusahaan  atau 
dalam  suatu  transaksi 
bisnis,  merupakan  suatu 
tambang  emas  yang 
sangat  berharga  apabila   
diolah dan  diproses.  Namun 
sebaliknya  kumpulan  data 
yang  sangat banyak  tersebut 
merupakan  kumpulan  benda 
mati  dan  tidak berguna 
apabila  hanya  untuk 
disimpan  dalam  waktu 
yang cukup  lama.  Data 
mining  diartikan  sebagai 
suatu  proses ekstraksi  informasi 
berguna  dan  potensial 
dari  sekumpulan data  yang 
terdapat  secara  implisit 
dalam  suatu  basis 
data. Banyak istilah lain dari data mining yang dikenal luas seperti knowledge
mining from databases, knowledge extraction, data archeology, data dredging,
data analysis dan lain sebagainya. Makalah ini mengihasilkan contoh perhitungan
asosiasi pada suatu transaksi penjualan.",data mining
Usulan Sistem Informasi dan Analisis Penjualan di Toko KABITA dengan Menggunakan Teknik Data Mining,"KABITA  merupakan 
salah  satu  toko 
yang  menjual  makanan 
ringan  di  Bandung dengan omset yang tinggi. Saat ini
karyawan melakukan pencatatan data barang serta 
transaksi  penjualan  ke 
konsumen  secara  manual 
tanpa  menggunakan komputer.  Untuk 
mendapatkan  data  pembelian, 
persediaan  dan  penjualan barang,  karyawan 
harus  mengumpulkan  nota 
dan  membuat  rekapitulasi 
data pada buku transaksi terlebih dahulu.  Pengumpulan nota tersebut membutuhkan waktu  yang 
lama.  Kondisi  seperti 
itu  menyebabkan  terjadinya 
keterlambatan dalam 
menghimpun  informasi.  Sistem  informasi 
toko  KABITA  dirancang berdasarkan  prosedur-prosedur  yang 
saling  berhubungan  dalam 
melakukan suatu  kegiatan.  Fungsi 
dari  sistem  informasi 
yang  dirancang  pada 
toko  KABITA adalah  untuk 
mempermudah  proses  pelaksanaan 
prosedur  pembelian, persediaan  dan 
penjualan.  Sedangkan  penggunaan 
data  mining  pada 
laporan penjualan  toko  KABITA 
berfungsi  untuk  menggali 
nilai  tambah  dari 
suatu kumpulan  data  yang 
tidak  diketahui  secara 
manual.  Dari  hasil 
perancangan  ini didapatkan  hasil 
rancangan  sistem  informasi 
yang  terkomputerisasi  dan 
laporan yang  berbasis  data 
mining  sehingga  waktu 
pengkoleksian,  pencatatan  dan pengolahan data menjadi lebih cepat.",data mining
PENERAPAN ALGORITMA NAIVE BAYES UNTUK MENGKLASIFIKASI DATA NASABAH ASURANSI,"Data mining adalah
teknik yang memanfaatkan data dalam jumlah yang besar untuk memperoleh
informasi berharga yang sebelumnya tidak diketahui dan dapat dimanfaatkan untuk
pengambilan keputusan penting. Pada penelitian ini, penulis berusaha menambang
data (data mining) nasabah sebuah perusahaan asuransi untuk mengetahui lancar,
kurang lancar atau tidak lancarnya nasabah tersebut. Data yang ada dianalisis menggunakan
algoritma Naive Bayes. Naive Bayes merupakan salah satu meode pada
probabilistic reasoning. Algoritma Naive Bayes bertujuan untuk melakukan
klasifikasi data pada kelas tertentu, kemudian pola tersebut dapat digunakan
untuk memperkirakan nasabah yang bergabung, sehingga perusahaan bisa mengambil
keputusan menerima atau menolak calon nasabah tersebut.",data mining
Implementasi Data Warehouse dan Data Mining Untuk Pengembangan Sistem Rekomendasi Pemilihan SMA,"Jumlah penyelenggara
pendidikan di Sragen telah mengalami peningkatan dalam kurun beberapa tahun
terakhir. Hal ini juga salah satu akibat dari semakin banyaknya jumlah siswa di
wilayah tersebut. Namun peningkatan jumlah ini ternyata tidak diimbangi dengan
pengelolaan data sekolah yang baik misalnya menggunakan teknologi informasi.
Tidak adanya pusat data yang terintegrasi secara baik menyebabkan pihak sekolah
kesulitan menyampaikan informasi akademik dan masyarakat sulit mendapatkan
informasi yang valid sehingga banyak calon siswa yang ragu untuk menentukan
sekolah menengah tingkat atas yang akan dituju sesuai dengan kriterianya.
Berdasarkan hal tersebut, sebuah data warehouse diperlukan sebagai pengelola
data sekolah-sekolah secara terintegrasi dengan baik dan dikembangkan sistem
rekomendasi dengan menerapkan teknik data mining. Dengan demikian, data sekolah
dapat digali untuk menghasilkan suatu informasi yang dapat dimanfaatkan sebagai
rekomendasi bagi calon siswa sekolah menengah atas untuk menentukan pilihan
sekolah yang dituju. Sebuah diagram snowﬂake dirancangsebagai langkah awal
dalam pengembangan data warehouse. Data yang dikirim ke data warehouse terlebih
dahulu diproses melalui tahap ekstraksi, transformasi dan load. Sementara itu,
sistem rekomendasi dibangun dengan menerapkan metode naïve bayes dengan cara
menghitung probabilitas masing-masing kriteria yang diajukan berdasarkan data
pelatihan dalam data warehouse. Adapun kriteria yang digunakan yaitu biaya
sekolah, jarak sekolah, nilai akreditasi, tingkat kelulusan, dan nilai rerata ujian
akhir nasional. Hasil penelitian menunjukkan bahwa sebuah data warehouse telah
berhasil dibangun sebagai pengelola data sekolah di Sragen yang terintegrasi
dan terhubung dengan sistem rekomendasi untuk membantu calon siswa memilih
sekolah yang sesuai kriteria-kriteria yang diajukan. Rekomendasi yang
dihasilkan oleh sistem berdasarkan nilai probabilitas tertinggi dari setiap
variabel masing-masing sekolah, tingkat prioritas variabel, serta urutan
rangking sekolah.",data mining
APLIKASI DATA MINING UNTUK MENAMPILKAN INFORMASI TINGKAT KELULUSAN MAHASISWA,"Perguruan tinggi
dituntut memiliki keunggulan bersaing dengan memanfaatkan sumber dayanya,
termasuk sumber daya manusia dalam hal ini adalah mahasiswa.Tidak semua
mahasiswa dapat menyelesaikan study tepat waktu, disamping  IPK yang beragam. Lama waktu mahasiswa dalam
menempuh studi dan IPK menjadi salah satu faktor tingkat keunggulan sebuah
Perguruan Tinggi.  Nilai potensi tersebut
dapat digali menggunakan teknik data mining.",data mining
PENGELOMPOKAN MINAT BELAJAR MAHASISWA MENGGUNAKAN TEKNIK DATA MINING DENGAN METODE CLUSTERING,"Perkembangan
teknologi informasi saat ini memungkinkan data dapat disimpan dalam bentuk
digital. Pada Perguruan tinggi jumlah mahasiswa akan terus bertambah seiring
berjalannya waktu yang menyebabkan data yang tersimpan terutama data yang
berhubungan dengan akademik mahasiswa akan terus bertambah.. Data mining
merupakan kegiatan yang bertujuan untuk menggali informasi dari tumpukan data
yang besar. Data mining merupakan proses analisis data menggunakan perangkat
lunak untuk menemukan pola atau aturan tertentu dari sejumlah data dalam jumlah
besar yang diharapkan dapat menemukan pengetahuan guna mendukung
keputusan.Dalam penelitian ini akan dilakukan mining data yang berhubungan
dengan akademik mahasiswa untuk dapat mengetahui minat belajar dari mahasiswa
yang ada dalam perguruan tinggi. Penelitian ini akan menghasilkan sebuah model
yang dapat digunakan untuk melakukan pengelompokan mahasiswa berdasarkan minat belajarnya.
Teknik Data mining yang digunakan dalam penelitian ini adalah teknik
clustering.",data mining
PENERAPAN DATA MINING UNTUK ANALISIS DATA BENCANA MILIK BNPB MENGGUNAKAN ALGORITMA K-MEANS DAN LINEAR REGRESSION,"Indonesia memiliki
sejarah kejadian bencana alam yang cukup banyak, diantaranya adalah tsunami,
gempa bumi, tanah longsor, kekeringan, banjir, letusan gunung berapi, dan
sebagainya. Salah satu penyebab banyaknya potensi kejadian bencana alam di
Indonesia adalah letak Indonesia yang berada di pertemuan lempeng – lempeng
Eurasia, Indo-Australia dan Pasifik. Pertemuan lempeng dalam jangka panjang
akan menghimpun energi yang suatu waktu akan lepas dan dapat menghasilkan
bencana. Pengetahuan teknologi dan informasi pada saat ini sedang mengalami
perkembangan yang pesat.Informasi tentang jumlah kejadian bencana alam
dibutuhkan untuk penanggulangan bencana.Pengolahan data bencana alam yang umum
dilakukan yaitu menggunakan teknik data mining, karena metode ini dianggap
mampu menjadi solusi atas permasalahan penanggulangan bencana alam. Oleh karena
itu, dalam penelitian ini membahas tentang pengelompokkan jumlah data bencana
dan prediksi data bencana yang akan terjadi 5 tahun kedepan menggunakan teknik
data mining. Algoritmadata mining yang digunakan adalah K-Means untuk
clustering dan Linear Regression untuk prediksi data bencana.",data mining
Analisa Nilai Lamda Model Jarak Minkowsky Untuk Penentuan Jurusan SMA (Studi Kasus di SMA Negeri 2 Tualang),"SMA Negeri 2 (SMAN
2) is located in Tualang. So far the data report student majors only stored in
a database as a final report. Data from the report of the majors could be used
as guidelines to determine the students' decision majors for the following
year. To take advantage of the data stored in that particular database, we can
use data mining disciplines. The method used to make the determination of
students majoring done by using Nearest K-Nearest Neighbor (K-NN) algorithm. On
the other hand, the method for calculating the distance between the data used
models Minkowsky distance with a value of lambda (λ) as a parameter. Lambda
values that were analyzed were lambda 1, 2 and 3. Lambda with the value of 1
can generate increasing accuracy in the 11th experiment or with a large amount
of data equal to 276 data. Lambda 2 will produce increasing accuracy by the
16th experiment or with the number of training data equal to 356 data while
lambda 3 can also produce accuracy continuously increasing by the 11th
experiement or with the amount of training data equal to 276 data. The accuracy
of the lambda value of 1 is better than lambda 2 and lambda 3. This was proven
in 25 experiments at lambda 1 which produces the highest accuracy value for 20
times.",data mining
RANCANG BANGUN APLIKASI DATA MINING ANALISIS TINGKAT KELULUSAN MENGGUNAKAN ALGORITMA FP-GROWTH (Studi Kasus Di Politeknik Negeri Malang),"Kondisi kompetisi dan
tuntutan oleh Direktorat Jenderal Pendidikan (Dikti) membuat perguruan tinggi harus
memiliki keunggualan kompetitif dan kualitas agar dapat tetap bersaing dengan
perguruan-perguruan tinggi lainnya. Teknologi informasi merupakan salah satu
sumber daya yang dapat meningkatkan keunggulan bersaing dan dapat digunakan
untuk mengolah informasi, menyebarkan informasi, serta pengambilan keputusan
strategis. Tersedianya suatu informasi tidak terlepas dari melimpahnya data,
dari pengolahan dan penggalian data tersebut informasi dapat diperoleh.
Teknologi yang berkaitan dengan mengolah dan penggalian data menjadi informasi yang
berguna adalah data mining. Teknologi data mining memiliki berbagai macam
algoritma dan teknik untuk penyelesaian masalah yang berhubungan dengan data
salah satunya adalah algoritma fp-growth dan teknik association rules. Dari uraian
diatas dapat dibuat sebuah aplikasi untuk menganalisis tingkat kelulusan
melalui teknik data mining menggunakan algoritma fp-growth. Informasi yang
ditampilkan menggunakan teknik association rules yaitu menampilkan nilai
support dan confidence dari masing-masing proses mining. Terbukti dari hasil
pengujian yang dilakukan, algoritma fp-growth dan teknik association rules
berjalan sesuai harapan dan dapat diimplemantasikan pada aplikasi data mining
ini.",data mining
"Kajian Algoritma GDBScan, Clarans dan Cure untuk Spatial Clustering","Abstrak Spatial data
mining merupakan salah satu bidang kajian dalam data mining dan menjadi salah
satu bidang yang sangat cepat perkembangannya. Salah satu cabang dari spatial
data mining adalah geographic data mining. Geographic data mining adalah penemuan
pengetahuan baru dari sejumlah besar data geo-spatial (geo-reference). Beberapa
metode dalam data mining telah dikembangkan para ahli. Salah satu metode yang
paling banyak dikembangkan adalah clustering. Pada penelitian ini akan
dilakukan kajian tentang tiga buah algoritma, yaitu algoritma density-based
clustering, algoritma CLARANS clustering, serta algoritma CURE.
Selanjutnyadilakuan implementasi dalam bentuk perangkat lunak. Studi kasus yang
digunakan adalah clustering wilayah (peta) kota Surabaya berdasarkan parameter
rasio jumlah penduduk miskin dan sangat miskin, kepadatan, dan tingkat
kesejateraan tiap-tiap kelurahan kota Surabaya",data mining
PENERAPAN NAÏVE BAYES UNTUK PREDIKSI KELAYAKAN KREDIT,"Dalam dunia
perbankan, pemberian kredit kepada nasabah adalah kegiatan rutinyang mempunyai
resiko tinggi. Dalam pelaksanaannya, kredit yang bermasalah (kredit macet)
sering terjadi akibat analisis kredit yang tidak hati-hati atau kurang cermat
dalam proses pemberian kredit, maupun dari karakter nasabah yang tidak baik.
Untuk mencegah terjadinya kredit macet, diperlukan adanya peramalan akurat yang
salah satunya menggunakan teknologi di bidang data mining.",data mining
PENERAPAN DATA MINING UNTUK ANALISIS PENGARUH LAMA STUDI MAHASISWA TEKNIK INFORMATIKA UIN SUNAN KALIJAGA YOGYAKARTA MENGGUNAKAN METODE APRIORI,"Ketepatan lama studi
mahasiswa pada suatu perguruan tinggi menjadi hal yang sangat penting dalam
menunjukkan kualitas proses pembelajaran di perguruan tinggi. Ada banyak hal
yang mempengaruhi lama studi mahasiswa. Data Mining menawarkan suatu cara untuk
mengetahui berbagai aspek yang dapat berpengaruh terhadap lama studi mahasiswa.
Untuk mengetahui berbagai aspek yang mempengaruhi lama studi mahasiswa
berdasarkan data kelulusan yang tersedia, maka implementasi suatu algoritma
Data Mining dapat dipergunakan. Dalam penelitian ini, algoritma Data Mining
yang dipergunakan untuk menemukan aspek yang mempengaruhi lama studi mahasiswa
adalah algoritma Apriori.",data mining
Konversi Data Training Tentang Pemilihan Kelas Menjadi Bentuk Pohon Keputusan Dengan Teknik Klasifikasi,"Penyajian data untuk
menghasilkan nilai informasi sering kali ditampilkan dalam bentuk tabulasi.
Apabila data yang ditampilkan memiliki kapasitas kecil, mungkin tidak terlalu
sulit untuk mencerna kandungan informasi tersebut. Tetapi apabila data yang
disajikan memiliki kapasitas yang sangat besar, dikawatirkan adanya kendala
untuk menyerap informasi secara tepat dan cepat. Hal ini dikarenakan  bahwa dibutuhkan waktu yang cukup lama untuk
membaca data yang ditampilkan secara rinci hingga akhir data. Data yang akan
dibahas dalam penelitian ini adalah data calon mahasiswa STMIK STIKOM Bali.
Selama ini STMIK STIKOM Bali belum mampu melakukan klasifikasi pemilihan kelas
yang sesuai untuk dapat direkomdasikan kepada mahasiswa baru, sehingga dari
data historis yang ditampilkan akan dikonversi menjadi bentuk pohon keputusan.
Variabel yang digunakan untuk klasifikasi adalah jurusan di SMA/K, status
pekerjaan, pekerjaan orang tua, umur, status calon mahasiswa, dan status
pernikahan. Dengan demikian penyerapan informasi akan menjadi lebih mudah untuk
dilakukan. Penelitian ini mengimplementasikan disiplin ilmu data mining
menggunakan teknik klasifikasi pohon keputusan serta diaplikasikan dengan tools
Rapid Miner 4.1",data mining
APLIKASI DATA MINING ANALISIS DATA TRANSAKSI PENJUALAN OBAT MENGGUNAKAN ALGORITMA APRIORI (Studi Kasus di Apotek Setya Sehat Semarang),"Apotek sebagai salah
satu organisasi yang menghasilkan data penjualan setiap hari, belum dapat
memaksimalkan pemanfaatan data tersebut. Data penjualan hanya disimpan tanpa
dilakukan analisis lebih lanjut. Diperlukan suatu aplikasi untuk menganalisis
keranjang pasar data transaksi penjualan obat dengan menggunakan data mining
sebagai suatu teknik analisis data yang dapat membantu apotek memperoleh
pengetahuan berupa pola-pola penjualan dalam periode bulan tertentu. Aplikasi
data mining dibangun menggunakan proses sekuensial linear dengan bahasa
pemrograman PHP dan basis data MySQL. Algoritma yang digunakan sebagai proses
utama dari analisis keranjang pasar adalah algoritma apriori dengan menggunakan
parameter minimum support, minimum confidence, dan periode bulan transaksi
penjualan untuk menemukan aturan asosiasi. Aplikasi data mining menghasilkan
aturan asosiasi antar item pada bulan Februari 2012 yaitu konsumen melakukan
transaksi pembelian obat jenis obat darah dan analgesik secara bersamaan dengan
support sebesar 2,08% dan confidence sebesar 45,45%. Dengan demikian, jika
terdapat seorang konsumen membeli jenis obat darah maka kemungkinan terdapat
45,45% konsumen membeli jenis analgesik.",data mining
